User_ID,Product_ID,Purchase
1000022,P00225842,9564
1000023,P00278942,15766
1000023,P00004742,8481
1000023,P00198042,6108
1000023,P00177442,15354
1000023,P00000642,12015
1000023,P00288942,15371
1000023,P00270942,19239
1000023,P00345842,16137
1000023,P00032042,11887
1000023,P00313042,5183
1000023,P00112342,584
1000023,P00031842,7601
1000024,P00346642,2230
1000024,P00205642,6940
1000024,P00248942,15774
1000025,P00206442,15361
1000025,P00046742,15770
1000025,P00120042,18974
1000026,P00043242,1848
1000026,P00057242,3624
1000026,P00022842,5275
1000026,P00252042,5356
1000026,P00042242,5411
1000026,P00059542,9734
1000026,P00346642,7814
1000026,P00021242,6098
1000026,P00023042,5195
1000026,P00144242,5220
1000026,P00101342,16093
1000026,P00289342,3702
1000027,P00281742,8696
1000027,P00266642,7730
1000027,P00323742,9836
1000027,P00116342,16500
1000027,P00117142,15903
1000028,P00084442,758
1000028,P00331542,6904
1000028,P00118742,8690
1000028,P00178942,8624
1000028,P00026042,3904
1000029,P00233542,19068
1000029,P00127242,7963
1000029,P00349942,15511
1000029,P00303342,11859
1000030,P00051442,9735
1000030,P00275642,4166
1000030,P00278642,6927
1000031,P00117442,8596
1000031,P00322042,5248
1000031,P00216342,10592
1000031,P00329342,3482
1000032,P00332342,7134
1000033,P00285442,7854
1000033,P00111742,17391
1000033,P00293742,6074
1000033,P00032842,6119
1000033,P00216142,15333
1000033,P00001642,6129
1000033,P00351842,5265
1000033,P00145442,7888
1000033,P00344242,4035
1000033,P00327242,5280
1000033,P00241142,7909
1000033,P00219242,811
1000033,P00057342,2846
1000033,P00165742,7994
1000033,P00154642,3897
1000034,P00192942,6996
1000034,P00247042,8593
1000034,P00150542,6917
1000034,P00347142,5329
1000034,P00326742,5942
1000034,P00085942,15895
1000034,P00330442,7165
1000034,P00327842,9846
1000034,P00218342,8701
1000034,P00259042,8757
1000035,P00102542,6109
1000035,P00285442,6139
1000035,P00121142,5897
1000035,P00228242,3990
1000035,P00129542,6153
1000035,P00309542,5319
1000035,P00106742,10767
1000036,P00102642,2832
1000036,P00127442,8066
1000036,P00345642,15812
1000036,P00357842,6967
1000036,P00115342,6922
1000036,P00174442,8621
1000036,P00282642,7030
1000036,P00150542,7172
1000036,P00037142,15769
1000036,P00192042,6871
1000036,P00197542,7171
1000036,P00048742,7139
1000036,P00110142,16280
1000036,P00120842,9894
1000036,P00267742,3664
1000036,P00086442,7869
1000036,P00331842,16866
1000036,P00288642,20442
1000036,P00318742,11518
1000036,P00028442,15285
1000036,P00208342,15524
1000036,P00193542,19278
1000036,P00277442,15445
1000037,P00085242,8034
1000039,P00279442,12464
1000039,P00351142,15319
1000041,P00235242,5915
1000041,P00251542,6025
1000042,P00046742,19433
1000042,P00003242,6027
1000042,P00221542,7040
1000042,P00142142,11965
1000042,P00044442,15469
1000042,P00147742,11925
1000042,P00030942,2826
1000042,P00288042,4013
1000042,P00313142,5914
1000042,P00195442,7176
1000043,P00255842,20961
1000044,P00112142,19072
1000044,P00120342,7179
1000044,P00110542,7995
1000044,P00279942,4124
1000044,P00303742,7772
1000044,P00140742,11799
1000044,P00190042,13251
1000044,P00316742,3524
1000044,P00233542,15853
1000044,P00115242,1728
1000044,P00338442,11693
1000044,P00302842,7852
1000044,P00124842,1582
1000045,P00066442,6950
1000045,P00273442,1414
1000045,P00210142,4325
1000045,P00212542,4028
1000045,P00321742,3432
1000045,P00020042,3715
1000045,P00051942,3540
1000045,P00251342,5352
1000045,P00303542,1828
1000045,P00228142,7159
1000046,P00123142,7614
1000046,P00079542,1784
1000046,P00103142,3978
1000046,P00305542,7478
1000047,P00031042,8043
1000047,P00260042,6912
1000048,P00055642,1447
1000048,P00312742,4338
1000048,P00010742,19352
1000048,P00147742,11420
1000048,P00303742,5897
1000048,P00223242,7048
1000048,P00114942,15783
1000048,P00277442,11396
1000048,P00183242,5180
1000048,P00030842,15549
1000048,P00220142,11935
1000048,P00130442,8091
1000048,P00323042,7001
1000048,P00344742,1747
1000048,P00182442,5252
1000048,P00015342,6407
1000048,P00113242,15466
1000048,P00288042,7781
1000048,P00103042,15849
1000048,P00187842,11430
1000048,P00162442,11404
1000048,P00078542,11853
1000048,P0094142,1446
1000048,P00324442,3101
1000048,P00041642,3694
1000048,P00050542,3696
1000048,P00006442,3580
1000049,P00051442,9879
1000049,P00350942,10783
1000049,P00000142,13353
1000049,P00127242,15715
1000049,P00034042,11463
1000049,P00143142,7763
1000050,P00317942,5878
1000050,P00335542,5845
1000051,P00361842,17271
1000052,P00147942,15244
1000052,P00000642,19060
1000052,P00037142,15772
1000052,P00028042,8159
1000053,P00117542,3794
1000053,P00120342,8637
1000053,P00130742,19251
1000053,P00024142,10021
1000053,P00127242,15734
1000053,P00209742,19662
1000053,P00160042,19416
1000053,P00042342,5996
1000053,P00016542,11937
1000053,P00016742,15859
1000053,P00227642,11723
1000053,P00146142,11793
1000053,P00070542,13689
1000053,P00129842,16306
1000053,P00243942,19171
1000053,P00246742,1629
1000053,P00310142,6931
1000053,P00244142,12004
1000053,P00085442,1752
1000053,P00190142,10766
1000053,P00109242,20529
1000053,P00089342,9856
1000053,P00288542,8000
1000053,P00212242,10038
1000053,P00319342,8685
1000053,P00302942,7796
1000053,P00145942,20474
1000053,P00026342,7820
1000053,P00148842,16477
1000054,P00299842,6198
1000054,P00313342,5185
1000056,P00102442,5980
1000056,P00237542,11370
1000056,P00213742,9834
1000056,P0099342,2012
1000057,P00171542,3581
1000057,P00135742,12131
1000057,P00350342,4290
1000058,P00110742,15824
1000058,P00117642,23603
1000058,P00114142,9940
1000058,P00119142,13557
1000058,P00280742,16420
1000058,P00271142,8842
1000058,P00348242,7959
1000058,P00003942,6987
1000058,P00282642,6855
1000058,P00288642,16579
1000058,P00151742,5851
1000058,P00244142,8147
1000058,P00050642,12850
1000059,P00114742,5899
1000059,P00113942,3993
1000059,P00120942,8084
1000059,P00083842,7159
1000059,P00148642,12014
1000059,P00317842,8007
1000059,P00030642,6141
1000059,P00273642,9695
1000059,P00002542,5900
1000059,P00331642,1384
1000059,P00331242,1432
1000059,P0096442,2074
1000059,P00050242,7864
1000059,P00131942,8784
1000059,P00010742,7988
1000060,P00150542,2048
1000060,P00132042,742
1000061,P00334242,15365
1000062,P00013742,5234
1000062,P00036842,11694
1000062,P00119342,23792
1000062,P00182142,15654
1000062,P00188942,9844
1000062,P00203142,16698
1000062,P00320442,15957
1000062,P00121642,8599
1000062,P00289542,8138
1000062,P00329742,12422
1000062,P00326642,7766
1000062,P00346142,15208
1000062,P00336142,5284
1000062,P00111442,7965
1000062,P00087242,11279
1000063,P00234742,5881
1000063,P00021742,8587
1000063,P00090842,7552
1000063,P00214542,2226
1000064,P00110942,19462
1000065,P00289942,13253
1000065,P00147942,19420
1000065,P00216142,19409
1000065,P00104842,9889
1000065,P00113142,15628
1000065,P00177942,7053
1000066,P00265242,8652
1000067,P00118142,8088
1000067,P00003642,9878
1000067,P00178342,7771
1000068,P00289742,9938
1000068,P00085042,7036
1000068,P00248942,11429
1000069,P00184942,11715
1000069,P00041542,7973
1000070,P00249142,7076
1000070,P00284042,2304
1000071,P00165442,11846
1000071,P00115942,7908
1000071,P00278642,5223
1000071,P00021742,6996
1000072,P00156442,7968
1000072,P00318742,15426
1000073,P00351142,15900
1000073,P00074442,11822
1000073,P00047242,7802
1000073,P00199042,15624
1000073,P00192542,15212
1000074,P00351142,15581
1000074,P00350042,12409
1000075,P00248442,13337
1000075,P00172842,13667
1000075,P00198142,12746
1000075,P00282142,5349
1000075,P00166942,16187
1000075,P00187742,16320
1000075,P00003442,2129
1000075,P00060242,11055
1000075,P00137642,11000
1000075,P00106742,10578
1000076,P00126142,7909
1000076,P00219842,7190
1000076,P00046142,15393
1000076,P00338442,11867
1000076,P00328142,5973
1000077,P00255542,6909
1000077,P00250842,6144
1000077,P00260142,5432
1000078,P0097142,1720
1000078,P00209842,6852
1000078,P00212942,7061
1000078,P00283942,6868
1000078,P00303242,8598
1000078,P00170442,3624
1000078,P00045842,6986
1000078,P00040442,6862
1000079,P00195842,7962
1000079,P00148642,15943
1000080,P00157542,9788
1000080,P00293242,9859
1000080,P00064042,8248
1000081,P00344242,10058
1000082,P00015542,8162
1000082,P00001642,8045
1000083,P00105142,15584
1000083,P00251242,8775
1000083,P00183442,7996
1000083,P00199442,6889
1000083,P00054542,11730
1000084,P00034742,5315
1000084,P00042242,3497
1000084,P00277442,11896
1000084,P00163142,20595
1000085,P00027142,5986
1000086,P00145042,19283
1000086,P00053942,19442
1000087,P00173342,4121
1000087,P00233342,3847
1000087,P00036842,4528
1000088,P00010842,10022
1000088,P00120242,7809
1000088,P00313342,7019
1000089,P00223942,8804
1000089,P00362342,1747
1000090,P00027542,6122
1000090,P00051442,7824
1000090,P00234842,8714
1000090,P00029242,7786
1000090,P0097842,6975
1000090,P00160942,15433
1000090,P00136542,3667
1000090,P00223242,5354
1000090,P00127942,11605
1000090,P00248542,6078
1000090,P00145842,1463
1000090,P00214342,2010
1000090,P00161542,10009
1000090,P00001942,7178
1000091,P00010842,6013
1000091,P00220442,8858
1000091,P00278642,5252
1000091,P00138542,8771
1000092,P00317942,7884
1000092,P00190042,13400
1000092,P00328042,2233
1000092,P00370242,3545
1000092,P00340642,1868
1000092,P00358242,5916
1000092,P0096542,5780
1000092,P0096942,5755
1000092,P00074142,3126
1000092,P00273442,1387
1000092,P00270042,2114
1000092,P00255842,16416
1000092,P00223842,3460
1000092,P00014842,11449
1000092,P00274342,6434
1000093,P00199442,7038
1000093,P00216342,11031
1000093,P00070542,13293
1000093,P00112542,15895
1000093,P00346142,19247
1000093,P00208742,8058
1000093,P00248942,11754
1000093,P00351142,12037
1000093,P00304442,15479
1000093,P00014042,7836
1000093,P00028442,15901
1000093,P00155442,11533
1000093,P00133442,11601
1000093,P00159842,4251
1000093,P00019942,8289
1000093,P00366542,3612
1000094,P00117042,15482
1000095,P00141942,3746
1000095,P00003642,7857
1000096,P00117942,7193
1000096,P00001742,5857
1000097,P00209842,7040
1000097,P00293742,7976
1000097,P00315442,11670
1000097,P00297642,6150
1000097,P00088542,6964
1000097,P00089042,940
1000097,P00175742,9956
1000097,P00115942,7773
1000099,P00317842,5935
1000099,P00334242,18982
1000099,P00035542,10769
1000099,P00129542,7821
1000099,P00234842,2007
1000100,P00057942,11612
1000100,P00037142,7824
1000100,P00059442,12486
1000101,P00278042,19464
1000101,P00154042,19027
1000101,P00014042,19394
1000101,P00262242,15871
1000102,P00010842,9941
1000102,P00334242,3829
1000102,P00337942,7108
1000102,P00274942,4102
1000102,P00229342,2028
1000102,P00274242,8310
1000102,P00084642,929
1000103,P00071242,15827
1000103,P00050442,15233
1000103,P0097342,15418
1000103,P00165442,15801
1000105,P00269542,6073
1000105,P00045542,6975
1000105,P00139742,4039
1000105,P00332242,11476
1000106,P00205442,7035
1000106,P00085542,8645
1000106,P00112142,19703
1000107,P00323742,9753
1000107,P00183142,17403
1000107,P00344242,3921
1000107,P00298242,5823
1000107,P00300942,12163
1000107,P0097142,1058
1000108,P00013942,2021
1000109,P00087042,19131
1000109,P00087342,6863
1000109,P00195642,7085
1000110,P00035842,6923
1000111,P00036842,15351
1000111,P00013942,5149
1000112,P00289942,13575
1000113,P00351142,19697
1000113,P00147342,12790
1000114,P00350942,10930
1000114,P00176842,1735
1000116,P00275842,16171
1000116,P00192542,15726
1000117,P00351342,8337
1000117,P00184142,9756
1000117,P00317342,8140
1000117,P00217242,12009
1000117,P00014542,5959
1000117,P00021742,8649
1000117,P00358242,2018
1000117,P00335442,7880
1000117,P0098342,19446
1000117,P00079742,8300
1000117,P00143642,11893
1000117,P00251342,5415
1000117,P00232342,2967
1000117,P00179042,4543
1000117,P00180942,1474
1000117,P00265742,5417
1000118,P00194542,8081
1000118,P00001742,9712
1000118,P00127642,15909
1000118,P00355142,15651
1000118,P00144642,15756
1000118,P00201342,8012
1000118,P00251942,11408
1000118,P00009342,15492
1000118,P00345842,9569
1000118,P00191442,15687
1000118,P00223242,5304
1000118,P00120342,6923
1000119,P00330642,5277
1000119,P00238542,7088
1000119,P0094942,2122
1000119,P00068042,5597
1000119,P00227642,15837
1000120,P00005042,16128
1000121,P00102042,3627
1000121,P00059742,19498
1000122,P00142142,4530
1000123,P00248142,3639
1000123,P00279342,5314
1000123,P00267542,12111
1000123,P00217742,3631
1000123,P00113242,19586
1000123,P00000642,18971
1000123,P00163342,16456
1000123,P00116842,13009
1000123,P00036842,15635
1000123,P00278042,15181
1000123,P00348742,16379
1000123,P00061142,6187
1000123,P00015942,16446
1000123,P00346542,14650
1000123,P00188742,7810
1000123,P00346942,8143
1000123,P00212542,4018
1000123,P00007042,11971
1000123,P00240242,8130
1000124,P00291042,7904
1000125,P00244642,4497
1000125,P00090542,16498
1000125,P00274142,19234
1000125,P00266642,15253
1000125,P00182142,19064
1000125,P00270542,11647
1000126,P00087042,23233
1000126,P00121642,3638
1000127,P00145042,19681
1000127,P00086442,5886
1000127,P00361842,17320
1000127,P00057442,5332
1000127,P00078142,7890
1000128,P00245642,8629
1000129,P00037542,15383
1000129,P00049842,15641
1000129,P00022942,5298
1000129,P00000642,15525
1000129,P00183442,19406
1000130,P00350442,3688
1000130,P00119542,2209
1000130,P00025442,19706
1000130,P00080342,15907
1000130,P00127642,19062
1000130,P00127242,15244
1000130,P00338542,19304
1000130,P00246142,19240
1000130,P00317642,19559
1000130,P00339542,19090
1000130,P00277442,15744
1000131,P00170642,6886
1000131,P00115442,8075
1000131,P00212742,8801
1000131,P00209842,8734
1000131,P00150742,5936
1000131,P00154642,5945
1000131,P00109342,5418
1000131,P00162642,6896
1000131,P00192542,7734
1000131,P00017042,8127
1000132,P00100842,8709
1000132,P00329442,8678
1000132,P00303842,5463
1000132,P00045842,3743
1000132,P00250242,8751
1000133,P00012542,6954
1000133,P00152442,9972
1000133,P00058442,7041
1000133,P00303842,8779
1000133,P00248342,7797
1000134,P00218642,3622
1000134,P00125942,15783
1000134,P00241542,3843
1000134,P00346442,3877
1000135,P00295942,16241
1000135,P00248942,19146
1000135,P00270142,3709
1000136,P0099042,8850
1000136,P00367142,1498
1000136,P00233342,4304
1000136,P00118842,7031
1000136,P00034842,1754
1000136,P00001142,3613
1000136,P00008842,15563
1000136,P00222142,7092
1000136,P00059442,16709
1000136,P00189842,5596
1000136,P00074142,8224
1000136,P00051942,6901
1000136,P00013742,5289
1000136,P00321742,5228
1000137,P00250842,8126
1000137,P00198742,11446
1000137,P00010742,15334
1000137,P00303342,15739
1000137,P00004242,11809
1000137,P00173942,11814
1000137,P00058442,6938
1000137,P00124642,16828
1000137,P00026042,8066
1000138,P00113242,19391
1000138,P00081142,12146
1000138,P00135742,19977
1000139,P00329542,7773
1000139,P00249642,8314
1000139,P00020142,21002
1000139,P00274942,9746
1000139,P00110842,15239
1000139,P00121342,15795
1000139,P00121642,8778
1000139,P00159542,23595
1000139,P00115142,19117
1000139,P00044442,15688
1000139,P00227542,928
1000139,P00127842,15311
1000139,P00241642,19621
1000139,P00226742,1558
1000140,P00062842,3843
1000140,P00084642,770
1000142,P00192042,5267
1000142,P00002542,4072
1000142,P00028842,20214
1000142,P00184942,12025
1000142,P00025442,15212
1000143,P00250242,7170
1000143,P00184942,19662
1000143,P00284642,6951
1000145,P00250342,16772
1000145,P00317842,5953
1000145,P00214142,9756
1000145,P00248342,2159
1000146,P00248942,15659
1000146,P00188542,5247
1000146,P00081142,16004
1000146,P00088242,12053
1000146,P00223842,3489
1000146,P00121042,16616
1000146,P00027142,7968
1000146,P00114142,9932
1000146,P00116742,2944
1000146,P00289642,8057
1000146,P00118442,15347
1000146,P00227742,7110
1000146,P00127542,3836
1000146,P00010842,9885
1000146,P00323942,9832
1000146,P00101142,7892
1000146,P00203142,16813
1000146,P00112342,959
1000146,P00129642,5381
1000146,P00178642,7055
1000146,P00288442,6866
1000146,P00274042,19177
1000146,P00091842,7805
1000146,P00320442,8667
1000147,P00184942,19474
1000147,P00016042,11916
1000147,P00214242,7589
1000147,P00110742,15308
1000147,P00008542,9614
1000147,P00352142,15387
1000147,P00150942,20585
1000148,P00184942,19031
1000148,P00118442,15671
1000148,P00317442,15289
1000148,P00063342,12101
1000148,P00042142,15383
1000148,P00047242,19608
1000148,P00114542,1827
1000148,P00156742,1787
1000148,P00119242,2318
1000148,P00190742,8287
1000148,P00199442,8812
1000148,P00193042,7114
1000148,P00327842,7799
1000148,P00005042,8657
1000148,P00057242,5375
1000148,P00074442,11715
1000148,P00214342,7021
1000148,P00036542,2141
1000148,P00181842,6053
1000148,P00304742,5955
1000149,P00109242,15969
1000149,P00289342,5267
1000149,P00213742,6151
1000149,P00293242,6018
1000149,P00163842,6140
1000149,P00046142,19091
1000149,P00028242,20538
1000149,P00028542,16137
1000149,P00051442,10024
1000149,P00100842,7047
1000149,P00184442,15571
1000149,P00345842,16235
1000149,P00323942,9993
1000149,P00137542,15161
1000149,P00030842,7835
1000149,P00150342,6188
1000149,P00369742,8752
1000149,P00069042,10715
1000149,P00277942,15210
1000149,P00283942,6998
1000149,P00207042,7064
1000149,P00350342,15165
1000150,P00294542,5865
1000150,P00174442,8697
1000150,P00033642,8798
1000150,P00025442,15255
1000150,P00120042,15697
1000150,P00086042,8009
1000150,P00198142,13272
1000150,P00057742,16061
1000150,P00101942,7995
1000150,P00113342,15590
1000151,P00112142,12063
1000151,P00062842,11653
1000151,P00052642,7011
1000151,P00021642,6089
1000151,P00007342,5844
1000151,P00154742,8124
1000151,P00016342,11977
1000151,P00141842,7179
1000151,P00197442,1990
1000151,P00048642,5471
1000151,P00000642,15678
1000151,P00358742,6894
1000151,P00370342,7964
1000151,P00138542,8707
1000151,P00031442,8575
1000151,P00128242,7035
1000151,P00221342,11493
1000151,P00211142,5180
1000151,P00152742,7009
1000151,P00211042,5205
1000151,P00245642,7175
1000151,P00148342,7159
1000151,P00085242,6129
1000151,P00134342,7087
1000152,P00159942,8744
1000153,P00031642,8588
1000153,P00059442,20679
1000153,P00340642,8817
1000154,P00214242,7821
1000154,P00105142,8144
1000154,P00262242,15257
1000154,P00307342,6139
1000155,P00205642,6967
1000155,P00295942,6807
1000155,P00053942,7944
1000155,P00248142,5415
1000155,P00022542,1916
1000155,P00323842,16208
1000155,P00252442,9795
1000156,P00304842,9872
1000156,P00002542,6010
1000156,P00240142,7141
1000157,P00140042,15544
1000157,P00028442,7762
1000157,P00289042,7948
1000157,P00141442,6123
1000157,P00345742,11475
1000157,P00065342,6368
1000157,P00298142,6962
1000157,P00177942,3522
1000157,P00223242,5185
1000157,P00105942,5474
1000157,P00111542,12920
1000158,P00347242,9703
1000158,P00111542,13324
1000159,P00277642,12828
1000160,P00198042,4681
1000160,P00327842,5881
1000161,P00086042,8108
1000161,P00111542,16122
1000161,P00024042,20915
1000161,P00313342,8689
1000161,P00064942,10062
1000161,P00112442,16272
1000161,P00205442,6875
1000161,P00312942,9821
1000161,P00289942,13717
1000161,P00304442,15378
1000161,P00125742,10040
1000161,P00285742,8065
1000162,P00004842,5711
1000162,P00249142,7059
1000162,P00338442,11808
1000162,P00351142,19091
1000162,P00010242,8844
1000163,P00014742,1534
1000163,P00079442,3923
1000163,P00283942,3506
1000163,P00208942,4000
1000163,P00028242,4597
1000163,P00340642,3460
1000163,P00322342,3611
1000163,P00309142,8305
1000163,P00270942,12017
1000163,P00305142,11575
1000163,P00019342,11374
1000163,P00128042,15312
1000163,P00345642,8067
1000163,P00229742,11635
1000163,P00194642,8081
1000163,P00206442,3931
1000163,P00149542,4145
1000163,P00138242,3916
1000163,P00035242,4012
1000163,P00135842,3759
1000163,P00035742,2952
1000163,P00276642,4152
1000163,P00019142,3068
1000163,P00137642,5697
1000165,P00110942,11516
1000165,P00005042,19928
1000165,P00188442,6873
1000165,P00329542,15879
1000165,P00346342,11400
1000166,P00184942,12006
1000166,P00111042,16856
1000166,P00046742,15470
1000166,P00028842,15956
1000166,P00238442,19966
1000166,P00270242,7786
1000166,P00073842,15454
1000166,P00197342,7924
1000166,P00318142,9752
1000166,P00015542,11513
1000166,P00184142,8115
1000166,P00034742,8843
1000166,P00049642,9849
1000166,P00303642,9812
1000166,P00071442,16651
1000166,P00226442,3172
1000166,P00110542,9942
1000166,P00014542,5966
1000166,P0098542,6182
1000166,P00231142,5280
1000166,P00031542,5346
1000166,P00258742,8902
1000169,P00288042,7999
1000169,P00119142,5423
1000169,P00053842,1460
1000169,P00176042,6146
1000169,P00116142,9732
1000169,P00089442,7861
1000169,P00128942,15419
1000169,P00085442,1434
1000169,P00322042,6971
1000169,P00021742,7034
1000169,P00136542,7013
1000169,P00139942,6898
1000169,P00194442,5139
1000169,P00100642,5429
1000169,P00178442,5187
1000169,P00259342,8655
1000169,P00251342,5432
1000169,P00119742,7019
1000169,P00100842,6897
1000169,P00279642,8466
1000169,P00271142,8698
1000169,P00316742,2750
1000169,P00285742,8015
1000169,P00193542,19252
1000169,P00329342,5446
1000169,P00048142,15800
1000169,P00042942,15851
1000169,P00241242,15402
1000169,P00250542,1454
1000170,P00111142,19696
1000170,P00113342,15745
1000171,P00100442,16018
1000172,P00346542,14070
1000173,P00084642,759
1000173,P00279142,16590
1000173,P00028842,20537
1000173,P00256542,12662
1000173,P00272042,9960
1000173,P00057642,15351
1000173,P00126142,10013
1000173,P00348542,11598
1000173,P00304442,11563
1000173,P00370242,7184
1000173,P00310242,12739
1000173,P00350542,6085
1000173,P00318942,5909
1000173,P00323742,9786
1000173,P00150142,10074
1000173,P00062742,8051
1000173,P00367042,8062
1000173,P00070042,7861
1000173,P00129642,5173
1000173,P00211942,9825
1000173,P00213742,10064
1000173,P00252842,9845
1000173,P00341342,19472
1000173,P00117342,11693
1000173,P00050242,8053
1000173,P00039942,6078
1000173,P00044342,5962
1000174,P00062842,15828
1000174,P00332242,15864
1000174,P00112542,15864
1000174,P00113342,19396
1000174,P00145042,11457
1000174,P00090942,11823
1000174,P00048142,15267
1000175,P00302742,9805
1000175,P00286842,8766
1000175,P00102342,7918
1000175,P00274942,9995
1000175,P00104542,8113
1000175,P00360042,9749
1000175,P00085542,6919
1000175,P00307642,1772
1000175,P00052842,23341
1000175,P00057542,10604
1000175,P00064042,10681
1000175,P00112142,19442
1000175,P00119142,8323
1000176,P00282842,5202
1000177,P00112142,19108
1000177,P00032842,9828
1000177,P00084442,776
1000177,P00112542,11595
1000178,P00102542,7900
1000178,P00273442,1381
1000178,P00281542,7187
1000178,P00367542,5457
1000179,P00253042,6147
1000179,P00105142,11687
1000180,P00317842,6086
1000180,P00337942,5444
1000181,P00274942,9820
1000181,P00021742,8614
1000181,P00034042,15825
1000181,P00113142,19050
1000181,P00346942,11763
1000181,P00221942,11639
1000181,P00035842,7090
1000181,P00000142,5396
1000181,P00284642,3454
1000181,P00313342,6906
1000181,P00288342,9979
1000181,P00115542,7938
1000181,P00003642,8141
1000182,P00370242,8576
1000182,P00000142,13301
1000182,P00289942,11048
1000182,P00161442,5359
1000182,P00321942,8862
1000182,P00028842,16234
1000183,P00100142,14334
1000183,P00039942,9941
1000183,P00057542,13275
1000183,P00313542,8690
1000183,P00117442,6916
1000183,P00120142,8788
1000183,P00129742,7142
1000184,P00068042,7954
1000184,P00339542,15466
1000184,P00003442,3427
1000184,P00189842,13601
1000185,P00182742,15327
1000185,P00147942,15780
1000185,P00020342,8200
1000186,P00111142,19452
1000186,P00172842,10834
1000186,P00262242,15614
1000187,P00317942,8127
1000187,P00158142,9776
1000187,P00002142,15560
1000187,P00247742,10055
1000187,P00092642,5232
1000187,P00051142,5832
1000187,P00005642,9912
1000187,P00102242,7801
1000187,P00283242,7031
1000187,P00017742,8053
1000187,P00309542,7039
1000187,P00247642,20771
1000187,P0009942,7052
1000187,P00155742,10075
1000187,P00250842,8000
1000187,P00152442,7876
1000187,P00234842,7036
1000187,P00283942,8897
1000187,P00211142,6911
1000187,P00023642,7879
1000187,P00161442,6907
1000188,P00255842,12379
1000188,P00307542,11916
1000188,P00250642,4678
1000188,P00284042,8022
1000190,P00238442,12235
1000190,P00125342,4508
1000190,P00367242,4686
1000190,P00059742,11823
1000191,P00158542,8861
1000192,P00208742,12001
1000192,P00270242,10012
1000192,P00111142,15294
1000192,P0095142,6727
1000192,P00023142,3713
1000192,P00151742,6015
1000192,P00061142,7918
1000192,P00159542,9565
1000192,P00127842,11428
1000192,P00025442,15223
1000192,P00127342,8108
1000192,P00153742,6003
1000192,P00117742,5849
1000192,P00143342,4004
1000192,P00277542,4135
1000192,P00324942,5354
1000193,P00092242,5311
1000193,P00085242,10018
1000193,P00119342,19149
1000193,P00150342,9862
1000193,P00115942,7922
1000193,P00355942,7880
1000193,P00013342,12662
1000193,P00089542,5447
1000193,P00107642,5362
1000194,P00085242,8104
1000194,P00322342,7160
1000195,P00031042,9761
1000195,P00267142,9985
1000195,P00021842,8859
1000195,P00019142,6090
1000195,P00182242,15545
1000195,P00104542,9865
1000195,P00143342,4163
1000195,P00050342,6916
1000195,P0099742,8182
1000195,P00212342,9992
1000195,P00277542,11896
1000195,P00153642,7784
1000195,P00244042,11594
